day,oblast,viina_events,viina_uav_events,viina_airstrike_events
2023-09-17 00:00:00+00:00,Херсонська область,2,1,1
2023-09-17 00:00:00+00:00,Хмельницька область,3,1,3
2023-09-18 00:00:00+00:00,Автономна Республіка Крим,6,3,3
2023-09-18 00:00:00+00:00,Дніпропетровська область,6,1,5
2023-09-18 00:00:00+00:00,Донецька область,48,9,45
2023-09-18 00:00:00+00:00,Запорізька область,32,0,32
2023-09-18 00:00:00+00:00,Кіровоградська область,2,0,2
2023-09-18 00:00:00+00:00,Луганська область,10,2,10
2023-09-18 00:00:00+00:00,Миколаївська область,5,1,4
2023-09-18 00:00:00+00:00,Одеська область,1,0,1
2023-09-18 00:00:00+00:00,Харківська область,11,1,11
2023-09-18 00:00:00+00:00,Херсонська область,13,1,12
2023-09-18 00:00:00+00:00,Хмельницька область,2,0,2
2023-09-18 00:00:00+00:00,Чернігівська область,1,0,1
2023-09-19 00:00:00+00:00,Автономна Республіка Крим,4,0,4
2023-09-19 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-09-19 00:00:00+00:00,Донецька область,4,3,1
2023-09-19 00:00:00+00:00,Запорізька область,1,0,1
2023-09-19 00:00:00+00:00,Кіровоградська область,1,0,1
2023-09-19 00:00:00+00:00,Львівська область,13,8,9
2023-09-19 00:00:00+00:00,Миколаївська область,2,1,1
2023-09-19 00:00:00+00:00,Одеська область,1,1,0
2023-09-19 00:00:00+00:00,Полтавська область,1,1,0
2023-09-19 00:00:00+00:00,Сумська область,2,0,2
2023-09-19 00:00:00+00:00,Харківська область,5,0,5
2023-09-19 00:00:00+00:00,Херсонська область,7,2,6
2023-09-19 00:00:00+00:00,Хмельницька область,1,1,1
2023-09-20 00:00:00+00:00,Автономна Республіка Крим,9,3,7
2023-09-20 00:00:00+00:00,Донецька область,6,1,5
2023-09-20 00:00:00+00:00,Запорізька область,8,2,6
2023-09-20 00:00:00+00:00,Кіровоградська область,1,0,1
2023-09-20 00:00:00+00:00,Луганська область,5,0,5
2023-09-20 00:00:00+00:00,Львівська область,8,4,4
2023-09-20 00:00:00+00:00,Полтавська область,3,3,1
2023-09-20 00:00:00+00:00,Сумська область,1,0,1
2023-09-20 00:00:00+00:00,Харківська область,5,1,4
2023-09-20 00:00:00+00:00,Херсонська область,3,1,3
2023-09-21 00:00:00+00:00,Автономна Республіка Крим,7,4,3
2023-09-21 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-09-21 00:00:00+00:00,Донецька область,5,0,5
2023-09-21 00:00:00+00:00,Запорізька область,3,0,3
2023-09-21 00:00:00+00:00,Київська область,4,2,2
2023-09-21 00:00:00+00:00,Кіровоградська область,1,1,0
2023-09-21 00:00:00+00:00,Луганська область,2,0,2
2023-09-21 00:00:00+00:00,Львівська область,4,1,3
2023-09-21 00:00:00+00:00,Одеська область,1,1,0
2023-09-21 00:00:00+00:00,Рівненська область,2,2,0
2023-09-21 00:00:00+00:00,Сумська область,1,0,1
2023-09-21 00:00:00+00:00,Харківська область,4,0,4
2023-09-21 00:00:00+00:00,Херсонська область,7,1,6
2023-09-21 00:00:00+00:00,Черкаська область,1,0,1
2023-09-22 00:00:00+00:00,Автономна Республіка Крим,13,6,8
2023-09-22 00:00:00+00:00,Дніпропетровська область,2,1,2
2023-09-22 00:00:00+00:00,Донецька область,4,1,3
2023-09-22 00:00:00+00:00,Запорізька область,1,1,0
2023-09-22 00:00:00+00:00,Київська область,1,0,1
2023-09-22 00:00:00+00:00,Кіровоградська область,1,1,0
2023-09-22 00:00:00+00:00,Одеська область,2,0,2
2023-09-22 00:00:00+00:00,Херсонська область,5,1,4
2023-09-23 00:00:00+00:00,Автономна Республіка Крим,8,5,3
2023-09-23 00:00:00+00:00,Дніпропетровська область,4,3,3
2023-09-23 00:00:00+00:00,Донецька область,4,1,3
2023-09-23 00:00:00+00:00,Київська область,1,0,1
2023-09-23 00:00:00+00:00,Одеська область,2,1,1
2023-09-23 00:00:00+00:00,Харківська область,1,0,1
2023-09-23 00:00:00+00:00,Херсонська область,4,0,4
2023-09-24 00:00:00+00:00,Автономна Республіка Крим,4,3,1
2023-09-24 00:00:00+00:00,Дніпропетровська область,3,1,2
2023-09-24 00:00:00+00:00,Донецька область,1,0,1
2023-09-24 00:00:00+00:00,Запорізька область,1,0,1
2023-09-24 00:00:00+00:00,Київська область,1,0,1
2023-09-24 00:00:00+00:00,Миколаївська область,1,1,0
2023-09-24 00:00:00+00:00,Харківська область,1,0,1
2023-09-24 00:00:00+00:00,Херсонська область,13,3,12
2023-09-25 00:00:00+00:00,Автономна Республіка Крим,4,3,2
2023-09-25 00:00:00+00:00,Дніпропетровська область,4,2,2
2023-09-25 00:00:00+00:00,Донецька область,1,0,1
2023-09-25 00:00:00+00:00,Луганська область,1,1,0
2023-09-25 00:00:00+00:00,Миколаївська область,1,1,0
2023-09-25 00:00:00+00:00,Одеська область,11,8,6
2023-09-25 00:00:00+00:00,Харківська область,1,0,1
2023-09-25 00:00:00+00:00,Херсонська область,15,0,15
2023-09-26 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-09-26 00:00:00+00:00,Донецька область,11,0,11
2023-09-26 00:00:00+00:00,Запорізька область,3,0,3
2023-09-26 00:00:00+00:00,Луганська область,3,0,3
2023-09-26 00:00:00+00:00,Одеська область,3,2,1
2023-09-26 00:00:00+00:00,Сумська область,1,0,1
2023-09-26 00:00:00+00:00,Херсонська область,11,2,9
2023-09-26 00:00:00+00:00,Черкаська область,1,1,1
2023-09-27 00:00:00+00:00,Донецька область,2,1,1
2023-09-27 00:00:00+00:00,Миколаївська область,1,1,0
2023-09-27 00:00:00+00:00,Одеська область,4,1,4
2023-09-27 00:00:00+00:00,Сумська область,1,0,1
2023-09-27 00:00:00+00:00,Херсонська область,5,0,5
2023-09-27 00:00:00+00:00,Черкаська область,1,1,0
2023-09-28 00:00:00+00:00,Вінницька область,1,0,1
2023-09-28 00:00:00+00:00,Донецька область,4,0,4
2023-09-28 00:00:00+00:00,Запорізька область,1,0,1
2023-09-28 00:00:00+00:00,Одеська область,5,2,5
2023-09-28 00:00:00+00:00,Сумська область,1,0,1
2023-09-28 00:00:00+00:00,Херсонська область,4,0,4
2023-09-28 00:00:00+00:00,Черкаська область,1,1,0
2023-09-29 00:00:00+00:00,Дніпропетровська область,3,0,3
2023-09-29 00:00:00+00:00,Донецька область,87,18,84
2023-09-29 00:00:00+00:00,Запорізька область,35,2,34
2023-09-29 00:00:00+00:00,Київська область,1,0,1
2023-09-29 00:00:00+00:00,Кіровоградська область,2,0,2
2023-09-29 00:00:00+00:00,Луганська область,6,1,5
2023-09-29 00:00:00+00:00,Харківська область,5,0,5
2023-09-29 00:00:00+00:00,Херсонська область,24,3,24
2023-09-30 00:00:00+00:00,Івано-Франківська область,1,0,1
2023-09-30 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-09-30 00:00:00+00:00,Волинська область,1,0,1
2023-09-30 00:00:00+00:00,Вінницька область,7,3,5
2023-09-30 00:00:00+00:00,Донецька область,6,1,5
2023-09-30 00:00:00+00:00,Запорізька область,6,4,2
2023-09-30 00:00:00+00:00,Київська область,2,1,1
2023-09-30 00:00:00+00:00,Кіровоградська область,1,0,1
2023-09-30 00:00:00+00:00,Львівська область,1,1,0
2023-09-30 00:00:00+00:00,Одеська область,4,4,1
2023-09-30 00:00:00+00:00,Сумська область,1,1,0
2023-09-30 00:00:00+00:00,Херсонська область,8,1,7
2023-10-01 00:00:00+00:00,Автономна Республіка Крим,3,3,0
2023-10-01 00:00:00+00:00,Вінницька область,3,1,2
2023-10-01 00:00:00+00:00,Донецька область,3,1,2
2023-10-01 00:00:00+00:00,Закарпатська область,1,0,1
2023-10-01 00:00:00+00:00,Запорізька область,1,1,0
2023-10-01 00:00:00+00:00,Київська область,1,0,1
2023-10-01 00:00:00+00:00,Кіровоградська область,1,0,1
2023-10-01 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-01 00:00:00+00:00,Сумська область,1,0,1
2023-10-01 00:00:00+00:00,Харківська область,3,2,1
2023-10-01 00:00:00+00:00,Херсонська область,7,1,7
2023-10-01 00:00:00+00:00,Черкаська область,4,3,1
2023-10-02 00:00:00+00:00,Івано-Франківська область,1,1,0
2023-10-02 00:00:00+00:00,Автономна Республіка Крим,3,2,1
2023-10-02 00:00:00+00:00,Вінницька область,3,1,2
2023-10-02 00:00:00+00:00,Дніпропетровська область,7,3,4
2023-10-02 00:00:00+00:00,Донецька область,7,0,7
2023-10-02 00:00:00+00:00,Запорізька область,3,1,2
2023-10-02 00:00:00+00:00,Київська область,2,1,1
2023-10-02 00:00:00+00:00,Луганська область,3,0,3
2023-10-02 00:00:00+00:00,Сумська область,2,0,2
2023-10-02 00:00:00+00:00,Харківська область,6,0,6
2023-10-02 00:00:00+00:00,Херсонська область,8,2,7
2023-10-03 00:00:00+00:00,Автономна Республіка Крим,4,4,1
2023-10-03 00:00:00+00:00,Дніпропетровська область,8,5,4
2023-10-03 00:00:00+00:00,Запорізька область,1,1,0
2023-10-03 00:00:00+00:00,Київська область,1,1,0
2023-10-03 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-03 00:00:00+00:00,Харківська область,1,1,0
2023-10-03 00:00:00+00:00,Херсонська область,5,1,5
2023-10-04 00:00:00+00:00,Автономна Республіка Крим,4,2,2
2023-10-04 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-10-04 00:00:00+00:00,Донецька область,6,0,6
2023-10-04 00:00:00+00:00,Запорізька область,3,0,3
2023-10-04 00:00:00+00:00,Луганська область,4,0,4
2023-10-04 00:00:00+00:00,Миколаївська область,2,1,1
2023-10-04 00:00:00+00:00,Одеська область,1,1,0
2023-10-04 00:00:00+00:00,Сумська область,1,0,1
2023-10-04 00:00:00+00:00,Харківська область,1,0,1
2023-10-04 00:00:00+00:00,Херсонська область,8,1,8
2023-10-05 00:00:00+00:00,Автономна Республіка Крим,4,2,2
2023-10-05 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-10-05 00:00:00+00:00,Київська область,2,0,2
2023-10-05 00:00:00+00:00,Кіровоградська область,4,2,3
2023-10-05 00:00:00+00:00,Одеська область,1,0,1
2023-10-05 00:00:00+00:00,Полтавська область,2,1,1
2023-10-05 00:00:00+00:00,Харківська область,5,2,5
2023-10-05 00:00:00+00:00,Херсонська область,11,1,10
2023-10-06 00:00:00+00:00,Автономна Республіка Крим,5,3,4
2023-10-06 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-10-06 00:00:00+00:00,Донецька область,1,1,0
2023-10-06 00:00:00+00:00,Кіровоградська область,1,1,0
2023-10-06 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-06 00:00:00+00:00,Одеська область,1,1,1
2023-10-06 00:00:00+00:00,Харківська область,8,1,7
2023-10-06 00:00:00+00:00,Херсонська область,4,0,4
2023-10-06 00:00:00+00:00,Черкаська область,1,1,0
2023-10-07 00:00:00+00:00,Автономна Республіка Крим,3,2,1
2023-10-07 00:00:00+00:00,Донецька область,1,1,0
2023-10-07 00:00:00+00:00,Кіровоградська область,1,1,0
2023-10-07 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-07 00:00:00+00:00,Одеська область,4,3,1
2023-10-07 00:00:00+00:00,Херсонська область,8,0,8
2023-10-07 00:00:00+00:00,Хмельницька область,1,1,0
2023-10-08 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-10-08 00:00:00+00:00,Донецька область,1,0,1
2023-10-08 00:00:00+00:00,Запорізька область,1,0,1
2023-10-08 00:00:00+00:00,Миколаївська область,2,0,2
2023-10-08 00:00:00+00:00,Одеська область,3,0,3
2023-10-08 00:00:00+00:00,Херсонська область,6,1,5
2023-10-08 00:00:00+00:00,Хмельницька область,1,1,0
2023-10-09 00:00:00+00:00,Запорізька область,2,1,1
2023-10-09 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-09 00:00:00+00:00,Одеська область,1,0,1
2023-10-09 00:00:00+00:00,Херсонська область,1,0,1
2023-10-10 00:00:00+00:00,Автономна Республіка Крим,1,1,1
2023-10-10 00:00:00+00:00,Донецька область,4,3,1
2023-10-10 00:00:00+00:00,Запорізька область,1,0,1
2023-10-10 00:00:00+00:00,Одеська область,5,4,2
2023-10-10 00:00:00+00:00,Полтавська область,1,0,1
2023-10-10 00:00:00+00:00,Харківська область,1,1,0
2023-10-10 00:00:00+00:00,Херсонська область,2,0,2
2023-10-11 00:00:00+00:00,Івано-Франківська область,1,0,1
2023-10-11 00:00:00+00:00,Донецька область,8,2,7
2023-10-11 00:00:00+00:00,Запорізька область,1,0,1
2023-10-11 00:00:00+00:00,Київська область,2,1,1
2023-10-11 00:00:00+00:00,Луганська область,2,0,2
2023-10-11 00:00:00+00:00,Одеська область,2,0,2
2023-10-11 00:00:00+00:00,Полтавська область,4,3,1
2023-10-11 00:00:00+00:00,Сумська область,2,0,2
2023-10-11 00:00:00+00:00,Харківська область,5,1,5
2023-10-11 00:00:00+00:00,Херсонська область,9,2,8
2023-10-12 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-12 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-10-12 00:00:00+00:00,Донецька область,5,1,4
2023-10-12 00:00:00+00:00,Київська область,3,0,3
2023-10-12 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-12 00:00:00+00:00,Одеська область,5,5,1
2023-10-12 00:00:00+00:00,Харківська область,2,1,1
2023-10-12 00:00:00+00:00,Херсонська область,7,1,6
2023-10-13 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-10-13 00:00:00+00:00,Дніпропетровська область,3,0,3
2023-10-13 00:00:00+00:00,Донецька область,97,18,94
2023-10-13 00:00:00+00:00,Запорізька область,22,0,22
2023-10-13 00:00:00+00:00,Луганська область,9,3,8
2023-10-13 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-13 00:00:00+00:00,Одеська область,2,1,1
2023-10-13 00:00:00+00:00,Харківська область,13,2,13
2023-10-13 00:00:00+00:00,Херсонська область,30,2,29
2023-10-13 00:00:00+00:00,Черкаська область,1,1,0
2023-10-14 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-10-14 00:00:00+00:00,Донецька область,10,1,9
2023-10-14 00:00:00+00:00,Запорізька область,1,0,1
2023-10-14 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-14 00:00:00+00:00,Харківська область,1,0,1
2023-10-14 00:00:00+00:00,Херсонська область,1,0,1
2023-10-14 00:00:00+00:00,Черкаська область,1,1,0
2023-10-15 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-10-15 00:00:00+00:00,Донецька область,7,1,6
2023-10-15 00:00:00+00:00,Львівська область,1,0,1
2023-10-15 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-15 00:00:00+00:00,Сумська область,1,1,0
2023-10-15 00:00:00+00:00,Харківська область,3,0,3
2023-10-15 00:00:00+00:00,Херсонська область,6,0,6
2023-10-16 00:00:00+00:00,Донецька область,7,2,5
2023-10-16 00:00:00+00:00,Полтавська область,3,3,1
2023-10-16 00:00:00+00:00,Херсонська область,8,1,7
2023-10-16 00:00:00+00:00,Хмельницька область,2,1,2
2023-10-17 00:00:00+00:00,Автономна Республіка Крим,2,2,1
2023-10-17 00:00:00+00:00,Донецька область,7,1,6
2023-10-17 00:00:00+00:00,Запорізька область,15,6,10
2023-10-17 00:00:00+00:00,Київська область,1,1,0
2023-10-17 00:00:00+00:00,Луганська область,10,5,5
2023-10-17 00:00:00+00:00,Одеська область,4,4,3
2023-10-17 00:00:00+00:00,Сумська область,1,1,0
2023-10-17 00:00:00+00:00,Херсонська область,7,1,7
2023-10-18 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-10-18 00:00:00+00:00,Донецька область,6,0,6
2023-10-18 00:00:00+00:00,Запорізька область,2,2,2
2023-10-18 00:00:00+00:00,Луганська область,1,0,1
2023-10-18 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-18 00:00:00+00:00,Сумська область,1,1,0
2023-10-18 00:00:00+00:00,Харківська область,2,0,2
2023-10-18 00:00:00+00:00,Херсонська область,9,0,9
2023-10-19 00:00:00+00:00,Дніпропетровська область,4,2,2
2023-10-19 00:00:00+00:00,Донецька область,8,3,6
2023-10-19 00:00:00+00:00,Запорізька область,1,1,0
2023-10-19 00:00:00+00:00,Луганська область,3,1,2
2023-10-19 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-19 00:00:00+00:00,Сумська область,1,1,1
2023-10-19 00:00:00+00:00,Харківська область,1,1,0
2023-10-19 00:00:00+00:00,Херсонська область,6,0,6
2023-10-20 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-10-20 00:00:00+00:00,Донецька область,7,2,7
2023-10-20 00:00:00+00:00,Запорізька область,3,3,1
2023-10-20 00:00:00+00:00,Сумська область,1,1,0
2023-10-20 00:00:00+00:00,Харківська область,2,0,2
2023-10-20 00:00:00+00:00,Херсонська область,5,0,5
2023-10-21 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-21 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-10-21 00:00:00+00:00,Донецька область,6,3,3
2023-10-21 00:00:00+00:00,Сумська область,1,1,0
2023-10-21 00:00:00+00:00,Харківська область,5,3,2
2023-10-21 00:00:00+00:00,Херсонська область,5,1,5
2023-10-22 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-10-22 00:00:00+00:00,Донецька область,3,0,3
2023-10-22 00:00:00+00:00,Запорізька область,1,0,1
2023-10-22 00:00:00+00:00,Київська область,5,3,3
2023-10-22 00:00:00+00:00,Харківська область,4,2,2
2023-10-22 00:00:00+00:00,Херсонська область,6,1,6
2023-10-22 00:00:00+00:00,Хмельницька область,1,0,1
2023-10-23 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-23 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-10-23 00:00:00+00:00,Донецька область,6,2,4
2023-10-23 00:00:00+00:00,Запорізька область,1,0,1
2023-10-23 00:00:00+00:00,Київська область,2,2,0
2023-10-23 00:00:00+00:00,Кіровоградська область,1,1,0
2023-10-23 00:00:00+00:00,Одеська область,5,4,2
2023-10-23 00:00:00+00:00,Харківська область,3,1,2
2023-10-23 00:00:00+00:00,Херсонська область,2,0,2
2023-10-23 00:00:00+00:00,Хмельницька область,1,1,1
2023-10-23 00:00:00+00:00,Черкаська область,1,1,0
2023-10-24 00:00:00+00:00,Автономна Республіка Крим,8,8,2
2023-10-24 00:00:00+00:00,Вінницька область,1,0,1
2023-10-24 00:00:00+00:00,Донецька область,8,1,7
2023-10-24 00:00:00+00:00,Запорізька область,2,0,2
2023-10-24 00:00:00+00:00,Кіровоградська область,1,0,1
2023-10-24 00:00:00+00:00,Харківська область,2,0,2
2023-10-24 00:00:00+00:00,Черкаська область,1,0,1
2023-10-25 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-25 00:00:00+00:00,Вінницька область,1,0,1
2023-10-25 00:00:00+00:00,Донецька область,5,2,3
2023-10-25 00:00:00+00:00,Київська область,1,1,0
2023-10-25 00:00:00+00:00,Кіровоградська область,1,0,1
2023-10-25 00:00:00+00:00,Миколаївська область,1,0,1
2023-10-25 00:00:00+00:00,Харківська область,1,1,0
2023-10-25 00:00:00+00:00,Херсонська область,5,1,5
2023-10-25 00:00:00+00:00,Хмельницька область,15,8,12
2023-10-25 00:00:00+00:00,Чернігівська область,2,0,2
2023-10-26 00:00:00+00:00,Івано-Франківська область,1,0,1
2023-10-26 00:00:00+00:00,Донецька область,4,2,2
2023-10-26 00:00:00+00:00,Миколаївська область,1,1,0
2023-10-26 00:00:00+00:00,Одеська область,1,1,0
2023-10-26 00:00:00+00:00,Сумська область,1,1,0
2023-10-26 00:00:00+00:00,Херсонська область,7,1,7
2023-10-26 00:00:00+00:00,Хмельницька область,3,2,2
2023-10-27 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-27 00:00:00+00:00,Вінницька область,1,0,1
2023-10-27 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-10-27 00:00:00+00:00,Донецька область,73,15,68
2023-10-27 00:00:00+00:00,Запорізька область,13,0,13
2023-10-27 00:00:00+00:00,Луганська область,12,0,12
2023-10-27 00:00:00+00:00,Миколаївська область,5,3,2
2023-10-27 00:00:00+00:00,Одеська область,1,0,1
2023-10-27 00:00:00+00:00,Харківська область,9,0,9
2023-10-27 00:00:00+00:00,Херсонська область,28,1,28
2023-10-28 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-10-28 00:00:00+00:00,Дніпропетровська область,2,2,0
2023-10-28 00:00:00+00:00,Донецька область,2,1,1
2023-10-28 00:00:00+00:00,Київська область,1,1,0
2023-10-28 00:00:00+00:00,Херсонська область,9,1,8
2023-10-29 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-10-29 00:00:00+00:00,Вінницька область,1,1,1
2023-10-29 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-10-29 00:00:00+00:00,Донецька область,6,2,4
2023-10-29 00:00:00+00:00,Кіровоградська область,1,0,1
2023-10-29 00:00:00+00:00,Херсонська область,4,0,4
2023-10-29 00:00:00+00:00,Хмельницька область,3,3,1
2023-10-29 00:00:00+00:00,Черкаська область,1,1,0
2023-10-30 00:00:00+00:00,Автономна Республіка Крим,7,7,2
2023-10-30 00:00:00+00:00,Дніпропетровська область,2,2,0
2023-10-30 00:00:00+00:00,Донецька область,6,2,4
2023-10-30 00:00:00+00:00,Запорізька область,2,1,1
2023-10-30 00:00:00+00:00,Одеська область,3,1,2
2023-10-30 00:00:00+00:00,Херсонська область,4,0,4
2023-10-30 00:00:00+00:00,Хмельницька область,3,2,1
2023-10-31 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-10-31 00:00:00+00:00,Вінницька область,1,1,0
2023-10-31 00:00:00+00:00,Дніпропетровська область,3,3,0
2023-10-31 00:00:00+00:00,Донецька область,4,2,2
2023-10-31 00:00:00+00:00,Запорізька область,1,0,1
2023-10-31 00:00:00+00:00,Київська область,1,1,0
2023-10-31 00:00:00+00:00,Миколаївська область,3,2,2
2023-10-31 00:00:00+00:00,Одеська область,1,1,0
2023-10-31 00:00:00+00:00,Полтавська область,2,2,0
2023-10-31 00:00:00+00:00,Харківська область,2,1,1
2023-10-31 00:00:00+00:00,Херсонська область,4,1,4
2023-10-31 00:00:00+00:00,Хмельницька область,5,4,3
2023-10-31 00:00:00+00:00,Черкаська область,2,2,0
2023-11-01 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-11-01 00:00:00+00:00,Дніпропетровська область,3,1,3
2023-11-01 00:00:00+00:00,Донецька область,6,4,4
2023-11-01 00:00:00+00:00,Запорізька область,4,2,3
2023-11-01 00:00:00+00:00,Кіровоградська область,1,0,1
2023-11-01 00:00:00+00:00,Миколаївська область,2,0,2
2023-11-01 00:00:00+00:00,Одеська область,2,0,2
2023-11-01 00:00:00+00:00,Полтавська область,6,4,3
2023-11-01 00:00:00+00:00,Харківська область,1,0,1
2023-11-01 00:00:00+00:00,Херсонська область,10,3,9
2023-11-01 00:00:00+00:00,Хмельницька область,4,2,2
2023-11-01 00:00:00+00:00,Черкаська область,1,1,0
2023-11-02 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-11-02 00:00:00+00:00,Дніпропетровська область,2,2,1
2023-11-02 00:00:00+00:00,Донецька область,7,4,3
2023-11-02 00:00:00+00:00,Запорізька область,1,0,1
2023-11-02 00:00:00+00:00,Київська область,2,1,1
2023-11-02 00:00:00+00:00,Кіровоградська область,2,1,1
2023-11-02 00:00:00+00:00,Миколаївська область,2,0,2
2023-11-02 00:00:00+00:00,Одеська область,4,1,3
2023-11-02 00:00:00+00:00,Полтавська область,3,1,3
2023-11-02 00:00:00+00:00,Тернопільська область,1,0,1
2023-11-02 00:00:00+00:00,Харківська область,1,0,1
2023-11-02 00:00:00+00:00,Херсонська область,2,0,2
2023-11-02 00:00:00+00:00,Хмельницька область,2,0,2
2023-11-02 00:00:00+00:00,Черкаська область,1,1,0
2023-11-03 00:00:00+00:00,Івано-Франківська область,2,2,1
2023-11-03 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-03 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-11-03 00:00:00+00:00,Донецька область,6,3,4
2023-11-03 00:00:00+00:00,Запорізька область,2,1,1
2023-11-03 00:00:00+00:00,Кіровоградська область,1,1,1
2023-11-03 00:00:00+00:00,Львівська область,7,6,5
2023-11-03 00:00:00+00:00,Одеська область,3,2,2
2023-11-03 00:00:00+00:00,Тернопільська область,1,1,1
2023-11-03 00:00:00+00:00,Харківська область,10,6,7
2023-11-03 00:00:00+00:00,Херсонська область,2,1,1
2023-11-03 00:00:00+00:00,Хмельницька область,1,0,1
2023-11-04 00:00:00+00:00,Івано-Франківська область,1,1,0
2023-11-04 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-04 00:00:00+00:00,Дніпропетровська область,3,0,3
2023-11-04 00:00:00+00:00,Донецька область,6,2,4
2023-11-04 00:00:00+00:00,Запорізька область,1,0,1
2023-11-04 00:00:00+00:00,Київська область,2,1,1
2023-11-04 00:00:00+00:00,Кіровоградська область,1,0,1
2023-11-04 00:00:00+00:00,Львівська область,3,2,2
2023-11-04 00:00:00+00:00,Одеська область,2,1,2
2023-11-04 00:00:00+00:00,Сумська область,3,3,0
2023-11-04 00:00:00+00:00,Харківська область,2,0,2
2023-11-04 00:00:00+00:00,Херсонська область,1,0,1
2023-11-05 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-11-05 00:00:00+00:00,Донецька область,7,2,5
2023-11-05 00:00:00+00:00,Запорізька область,2,0,2
2023-11-05 00:00:00+00:00,Одеська область,5,1,4
2023-11-05 00:00:00+00:00,Полтавська область,1,0,1
2023-11-05 00:00:00+00:00,Сумська область,1,1,0
2023-11-05 00:00:00+00:00,Харківська область,2,0,2
2023-11-05 00:00:00+00:00,Херсонська область,1,0,1
2023-11-06 00:00:00+00:00,Дніпропетровська область,3,2,1
2023-11-06 00:00:00+00:00,Донецька область,6,2,4
2023-11-06 00:00:00+00:00,Запорізька область,1,0,1
2023-11-06 00:00:00+00:00,Одеська область,7,4,5
2023-11-06 00:00:00+00:00,Херсонська область,1,0,1
2023-11-07 00:00:00+00:00,Автономна Республіка Крим,5,4,3
2023-11-07 00:00:00+00:00,Дніпропетровська область,5,3,2
2023-11-07 00:00:00+00:00,Донецька область,43,12,42
2023-11-07 00:00:00+00:00,Запорізька область,9,2,8
2023-11-07 00:00:00+00:00,Луганська область,2,0,2
2023-11-07 00:00:00+00:00,Миколаївська область,1,0,1
2023-11-07 00:00:00+00:00,Одеська область,2,0,2
2023-11-07 00:00:00+00:00,Сумська область,1,1,0
2023-11-07 00:00:00+00:00,Харківська область,3,0,3
2023-11-07 00:00:00+00:00,Херсонська область,12,1,11
2023-11-08 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-08 00:00:00+00:00,Дніпропетровська область,4,2,2
2023-11-08 00:00:00+00:00,Донецька область,3,1,2
2023-11-08 00:00:00+00:00,Запорізька область,1,1,0
2023-11-08 00:00:00+00:00,Луганська область,1,0,1
2023-11-08 00:00:00+00:00,Одеська область,2,0,2
2023-11-08 00:00:00+00:00,Сумська область,1,0,1
2023-11-08 00:00:00+00:00,Харківська область,4,2,3
2023-11-08 00:00:00+00:00,Херсонська область,2,2,0
2023-11-09 00:00:00+00:00,Автономна Республіка Крим,3,2,1
2023-11-09 00:00:00+00:00,Донецька область,8,3,6
2023-11-09 00:00:00+00:00,Київська область,1,0,1
2023-11-09 00:00:00+00:00,Одеська область,1,1,1
2023-11-09 00:00:00+00:00,Сумська область,1,1,0
