day,oblast,viina_events,viina_uav_events,viina_airstrike_events
2023-11-09 00:00:00+00:00,Харківська область,3,2,2
2023-11-09 00:00:00+00:00,Херсонська область,2,1,1
2023-11-10 00:00:00+00:00,Автономна Республіка Крим,12,8,9
2023-11-10 00:00:00+00:00,Дніпропетровська область,6,3,5
2023-11-10 00:00:00+00:00,Донецька область,10,2,9
2023-11-10 00:00:00+00:00,Запорізька область,1,1,0
2023-11-10 00:00:00+00:00,Київська область,8,8,1
2023-11-10 00:00:00+00:00,Кіровоградська область,1,1,0
2023-11-10 00:00:00+00:00,Луганська область,1,0,1
2023-11-10 00:00:00+00:00,Одеська область,2,1,1
2023-11-10 00:00:00+00:00,Харківська область,2,1,1
2023-11-10 00:00:00+00:00,Херсонська область,2,1,1
2023-11-10 00:00:00+00:00,Черкаська область,2,1,2
2023-11-11 00:00:00+00:00,Дніпропетровська область,4,4,1
2023-11-11 00:00:00+00:00,Донецька область,6,2,4
2023-11-11 00:00:00+00:00,Запорізька область,1,1,0
2023-11-11 00:00:00+00:00,Київська область,18,13,8
2023-11-11 00:00:00+00:00,Кіровоградська область,1,1,0
2023-11-11 00:00:00+00:00,Одеська область,2,1,1
2023-11-11 00:00:00+00:00,Сумська область,1,1,0
2023-11-11 00:00:00+00:00,Харківська область,1,0,1
2023-11-11 00:00:00+00:00,Херсонська область,3,1,2
2023-11-11 00:00:00+00:00,Черкаська область,2,1,2
2023-11-12 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-12 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-11-12 00:00:00+00:00,Донецька область,3,2,1
2023-11-12 00:00:00+00:00,Запорізька область,3,0,3
2023-11-12 00:00:00+00:00,Київська область,2,2,0
2023-11-12 00:00:00+00:00,Миколаївська область,1,1,0
2023-11-12 00:00:00+00:00,Херсонська область,4,0,4
2023-11-12 00:00:00+00:00,Черкаська область,1,0,1
2023-11-13 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-11-13 00:00:00+00:00,Донецька область,3,1,2
2023-11-13 00:00:00+00:00,Запорізька область,2,1,2
2023-11-13 00:00:00+00:00,Луганська область,1,0,1
2023-11-13 00:00:00+00:00,Миколаївська область,2,1,1
2023-11-13 00:00:00+00:00,Херсонська область,6,0,6
2023-11-14 00:00:00+00:00,Дніпропетровська область,9,6,6
2023-11-14 00:00:00+00:00,Донецька область,6,3,3
2023-11-14 00:00:00+00:00,Запорізька область,2,1,2
2023-11-14 00:00:00+00:00,Київська область,2,1,1
2023-11-14 00:00:00+00:00,Кіровоградська область,3,2,1
2023-11-14 00:00:00+00:00,Миколаївська область,2,1,1
2023-11-14 00:00:00+00:00,Сумська область,1,1,0
2023-11-14 00:00:00+00:00,Харківська область,4,3,2
2023-11-14 00:00:00+00:00,Херсонська область,6,2,6
2023-11-14 00:00:00+00:00,Хмельницька область,2,1,1
2023-11-15 00:00:00+00:00,Дніпропетровська область,4,3,2
2023-11-15 00:00:00+00:00,Донецька область,9,1,8
2023-11-15 00:00:00+00:00,Запорізька область,1,0,1
2023-11-15 00:00:00+00:00,Кіровоградська область,1,1,0
2023-11-15 00:00:00+00:00,Луганська область,1,0,1
2023-11-15 00:00:00+00:00,Миколаївська область,1,0,1
2023-11-15 00:00:00+00:00,Харківська область,3,2,1
2023-11-15 00:00:00+00:00,Херсонська область,3,0,3
2023-11-15 00:00:00+00:00,Хмельницька область,1,1,0
2023-11-16 00:00:00+00:00,Автономна Республіка Крим,3,3,0
2023-11-16 00:00:00+00:00,Вінницька область,2,1,2
2023-11-16 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-11-16 00:00:00+00:00,Донецька область,9,3,7
2023-11-16 00:00:00+00:00,Запорізька область,2,1,1
2023-11-16 00:00:00+00:00,Луганська область,1,0,1
2023-11-16 00:00:00+00:00,Тернопільська область,1,1,0
2023-11-16 00:00:00+00:00,Херсонська область,5,0,5
2023-11-16 00:00:00+00:00,Хмельницька область,6,5,3
2023-11-17 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-17 00:00:00+00:00,Вінницька область,2,1,2
2023-11-17 00:00:00+00:00,Дніпропетровська область,2,1,1
2023-11-17 00:00:00+00:00,Донецька область,4,3,2
2023-11-17 00:00:00+00:00,Запорізька область,3,2,1
2023-11-17 00:00:00+00:00,Миколаївська область,1,1,0
2023-11-17 00:00:00+00:00,Сумська область,1,1,1
2023-11-17 00:00:00+00:00,Херсонська область,3,3,0
2023-11-17 00:00:00+00:00,Хмельницька область,3,3,1
2023-11-18 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-11-18 00:00:00+00:00,Вінницька область,2,1,2
2023-11-18 00:00:00+00:00,Донецька область,1,0,1
2023-11-18 00:00:00+00:00,Запорізька область,3,1,3
2023-11-18 00:00:00+00:00,Київська область,10,8,5
2023-11-18 00:00:00+00:00,Миколаївська область,1,1,0
2023-11-18 00:00:00+00:00,Одеська область,9,7,5
2023-11-18 00:00:00+00:00,Херсонська область,3,2,1
2023-11-18 00:00:00+00:00,Хмельницька область,2,1,1
2023-11-19 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-11-19 00:00:00+00:00,Вінницька область,1,1,1
2023-11-19 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-11-19 00:00:00+00:00,Донецька область,5,2,3
2023-11-19 00:00:00+00:00,Запорізька область,2,1,2
2023-11-19 00:00:00+00:00,Київська область,10,9,3
2023-11-19 00:00:00+00:00,Кіровоградська область,1,1,0
2023-11-19 00:00:00+00:00,Одеська область,3,1,3
2023-11-19 00:00:00+00:00,Сумська область,3,1,2
2023-11-19 00:00:00+00:00,Херсонська область,5,4,2
2023-11-20 00:00:00+00:00,Вінницька область,2,1,2
2023-11-20 00:00:00+00:00,Дніпропетровська область,3,3,2
2023-11-20 00:00:00+00:00,Донецька область,154,148,60
2023-11-20 00:00:00+00:00,Запорізька область,25,24,5
2023-11-20 00:00:00+00:00,Київська область,3,1,2
2023-11-20 00:00:00+00:00,Кіровоградська область,1,1,0
2023-11-20 00:00:00+00:00,Луганська область,32,29,15
2023-11-20 00:00:00+00:00,Одеська область,1,0,1
2023-11-20 00:00:00+00:00,Сумська область,2,2,0
2023-11-20 00:00:00+00:00,Харківська область,10,10,1
2023-11-20 00:00:00+00:00,Херсонська область,30,28,6
2023-11-21 00:00:00+00:00,Вінницька область,2,1,2
2023-11-21 00:00:00+00:00,Дніпропетровська область,5,4,2
2023-11-21 00:00:00+00:00,Донецька область,11,1,10
2023-11-21 00:00:00+00:00,Запорізька область,5,5,0
2023-11-21 00:00:00+00:00,Київська область,3,2,1
2023-11-21 00:00:00+00:00,Луганська область,1,0,1
2023-11-21 00:00:00+00:00,Одеська область,1,1,0
2023-11-21 00:00:00+00:00,Сумська область,3,3,0
2023-11-21 00:00:00+00:00,Харківська область,1,1,0
2023-11-21 00:00:00+00:00,Херсонська область,9,4,5
2023-11-21 00:00:00+00:00,Хмельницька область,2,1,1
2023-11-22 00:00:00+00:00,Автономна Республіка Крим,2,2,1
2023-11-22 00:00:00+00:00,Вінницька область,1,0,1
2023-11-22 00:00:00+00:00,Дніпропетровська область,6,4,3
2023-11-22 00:00:00+00:00,Донецька область,4,2,3
2023-11-22 00:00:00+00:00,Житомирська область,1,1,0
2023-11-22 00:00:00+00:00,Запорізька область,2,1,1
2023-11-22 00:00:00+00:00,Київська область,2,1,1
2023-11-22 00:00:00+00:00,Сумська область,2,2,0
2023-11-22 00:00:00+00:00,Харківська область,1,1,0
2023-11-22 00:00:00+00:00,Херсонська область,2,2,0
2023-11-22 00:00:00+00:00,Хмельницька область,2,2,2
2023-11-23 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-11-23 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-11-23 00:00:00+00:00,Донецька область,6,0,6
2023-11-23 00:00:00+00:00,Запорізька область,1,1,0
2023-11-23 00:00:00+00:00,Київська область,1,1,0
2023-11-23 00:00:00+00:00,Сумська область,1,1,0
2023-11-23 00:00:00+00:00,Харківська область,3,2,1
2023-11-23 00:00:00+00:00,Херсонська область,4,1,4
2023-11-23 00:00:00+00:00,Хмельницька область,2,1,2
2023-11-24 00:00:00+00:00,Автономна Республіка Крим,5,5,0
2023-11-24 00:00:00+00:00,Дніпропетровська область,2,2,1
2023-11-24 00:00:00+00:00,Донецька область,4,0,4
2023-11-24 00:00:00+00:00,Запорізька область,2,2,0
2023-11-24 00:00:00+00:00,Київська область,1,0,1
2023-11-24 00:00:00+00:00,Харківська область,1,1,1
2023-11-24 00:00:00+00:00,Херсонська область,8,2,8
2023-11-24 00:00:00+00:00,Хмельницька область,3,1,3
2023-11-25 00:00:00+00:00,Дніпропетровська область,4,3,2
2023-11-25 00:00:00+00:00,Донецька область,4,1,3
2023-11-25 00:00:00+00:00,Запорізька область,2,1,1
2023-11-25 00:00:00+00:00,Київська область,38,30,16
2023-11-25 00:00:00+00:00,Миколаївська область,1,1,0
2023-11-25 00:00:00+00:00,Полтавська область,2,1,2
2023-11-25 00:00:00+00:00,Харківська область,1,0,1
2023-11-25 00:00:00+00:00,Херсонська область,3,2,2
2023-11-26 00:00:00+00:00,Донецька область,4,1,3
2023-11-26 00:00:00+00:00,Київська область,16,14,8
2023-11-26 00:00:00+00:00,Одеська область,1,0,1
2023-11-26 00:00:00+00:00,Полтавська область,2,1,2
2023-11-26 00:00:00+00:00,Харківська область,1,0,1
2023-11-27 00:00:00+00:00,Донецька область,2,1,2
2023-11-27 00:00:00+00:00,Київська область,4,2,2
2023-11-27 00:00:00+00:00,Миколаївська область,1,0,1
2023-11-27 00:00:00+00:00,Одеська область,1,0,1
2023-11-28 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-11-28 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-11-28 00:00:00+00:00,Донецька область,2,1,1
2023-11-28 00:00:00+00:00,Запорізька область,5,4,2
2023-11-28 00:00:00+00:00,Київська область,3,3,0
2023-11-28 00:00:00+00:00,Одеська область,3,3,0
2023-11-28 00:00:00+00:00,Херсонська область,1,0,1
2023-11-28 00:00:00+00:00,Хмельницька область,4,3,1
2023-11-28 00:00:00+00:00,Черкаська область,1,0,1
2023-11-29 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-11-29 00:00:00+00:00,Донецька область,5,2,4
2023-11-29 00:00:00+00:00,Запорізька область,2,2,0
2023-11-29 00:00:00+00:00,Київська область,1,1,0
2023-11-29 00:00:00+00:00,Одеська область,1,1,1
2023-11-29 00:00:00+00:00,Херсонська область,5,0,5
2023-11-29 00:00:00+00:00,Хмельницька область,4,3,1
2023-11-30 00:00:00+00:00,Автономна Республіка Крим,3,3,1
2023-11-30 00:00:00+00:00,Дніпропетровська область,1,1,0
2023-11-30 00:00:00+00:00,Донецька область,7,2,5
2023-11-30 00:00:00+00:00,Запорізька область,1,1,0
2023-11-30 00:00:00+00:00,Київська область,1,0,1
2023-11-30 00:00:00+00:00,Харківська область,1,0,1
2023-11-30 00:00:00+00:00,Херсонська область,7,4,4
2023-11-30 00:00:00+00:00,Хмельницька область,4,4,0
2023-12-01 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-12-01 00:00:00+00:00,Дніпропетровська область,4,3,1
2023-12-01 00:00:00+00:00,Донецька область,5,2,3
2023-12-01 00:00:00+00:00,Запорізька область,1,1,0
2023-12-01 00:00:00+00:00,Київська область,1,1,0
2023-12-01 00:00:00+00:00,Кіровоградська область,1,1,0
